상호명,주소,카테고리_대,카테고리_소,위도,경도
우성마트,서울특별시 중랑구 용마공원로 25 25,생활/편의,슈퍼마켓,37.5934247623558,127.101635993698
이마트24방학역점,서울특별시 도봉구 도봉로150길 27 27,생활/편의,편의점,37.6661696164639,127.044769798225
김진숙내과의원,서울특별시 송파구 송이로 87 87,의료,내과/소아과 의원,37.4983423554344,127.120788331111
수에어로빅,서울특별시 마포구 월드컵북로 187 187,운동 시설,요가/필라테스 학원,37.5680424030812,126.907657640384
스포플러스,서울특별시 서초구 방배중앙로 148 148,운동 시설,요가/필라테스 학원,37.4921954522447,126.986984739114
세븐스티시티영존점주,서울특별시 광진구 능동로 110 110 화양동21스타시티영존,생활/편의,편의점,37.5406575824028,127.071409591708
만물마켓,서울특별시 성동구 마장로35길 48-7 48,생활/편의,슈퍼마켓,37.5698105414923,127.04035404803
이마트24쌍용시티점,서울특별시 영등포구 도영로7길 15-1 15 쌍용플래티넘시티2단지,생활/편의,편의점,37.5090160683019,126.894700915849
세븐일레븐신림허브,서울특별시 관악구 신림로 344 344 외,생활/편의,편의점,37.4851475580106,126.929977468997
태정헬스,서울특별시 동대문구 망우로 74 74,운동 시설,헬스장,37.5895963280208,127.061356649409
GS25서대문천연,서울특별시 서대문구 독립문로8길 8 8,생활/편의,편의점,37.5688469404751,126.961027434035
프레시럭숭인점,서울특별시 종로구 난계로29길 73 73 일부D,생활/편의,반찬/식료품 소매업,37.5733387369261,127.019391233221
포그니,서울특별시 구로구 경인로 393-7 393 전체일이삼전자타운,의료,일반병원,37.497441730082,126.863041866056
리프,서울특별시 강남구 영동대로137길 6 6 백송빌딩,운동 시설,요가/필라테스 학원,37.5220246656671,127.054966393467
뉴웨이브주짓수,서울특별시 관악구 봉천로 600-1 600,운동 시설,태권도/무술학원,37.4760445472705,126.9637889599
지에스25월곡,서울특별시 성북구 월계로 52 52 에스엠메디칼,생활/편의,편의점,37.6114649520575,127.035563071656
제이마트,서울특별시 구로구 고척로18나길 11-2 11,생활/편의,반찬/식료품 소매업,37.499034260253,126.846550716943
씨유그라시움점,서울특별시 강동구 고덕로 353 353 고덕그라시움아파트,생활/편의,편의점,37.5571339275071,127.164512443603
이조안탁구교실,서울특별시 양천구 목동로 171 171 일부호,운동 시설,탁구장,37.5236719043075,126.864736060187
광진베스트치과,서울특별시 광진구 군자로 85-1 85,의료,치과의원,37.5509202341492,127.070955399179
씨유연신내,서울특별시 은평구 연서로32길 19 19,생활/편의,편의점,37.6188972784699,126.924415291596
부부설비슈퍼,서울특별시 마포구 효창목길 26 26,생활/편의,슈퍼마켓,37.5475832039688,126.960416119186
백세건강마을,서울특별시 서초구 강남대로79길 52-5 52,생활/편의,슈퍼마켓,37.5043668621414,127.021205538865
떠카나주,서울특별시 용산구 녹사평대로46길 10 10,생활/편의,반찬/식료품 소매업,37.5372547026557,126.987418180538
가온삼성비뇨의학과의원,서울특별시 성동구 독서당로 302 302 대도빌딩,의료,피부/비뇨기과 의원,37.5476146802112,127.022734148398
슬림라인휘트니스,서울특별시 성북구 보국문로 77 77,운동 시설,헬스장,37.6111456397289,127.008618911542
엘림마트,서울특별시 동대문구 왕산로 266-2 266,생활/편의,슈퍼마켓,37.584402644402,127.050732616348
플러스필라테스,서울특별시 용산구 독서당로 46 46 한남아이파크,운동 시설,요가/필라테스 학원,37.5323536953195,127.007421882612
맥스구강악안면외과치과의원,서울특별시 서초구 강남대로 349 349 우남빌딩,의료,치과의원,37.4939045609776,127.028846817373
신촌고운미소치과,서울특별시 마포구 신촌로 92 92,의료,치과의원,37.5551767409078,126.935672498894
지에스25역삼이담점,서울특별시 강남구 테헤란로16길 15 15 산,생활/편의,편의점,37.4985613638446,127.034107174938
휴맥스휘트니스클럽,서울특별시 동대문구 장한로 40 40 정안빌딩,운동 시설,헬스장,37.5646897769368,127.067006900978
씨유약수역사거리,서울특별시 중구 동호로 169 169,생활/편의,편의점,37.5533286387712,127.011498087728
씨유금천예스점,서울특별시 금천구 가산로3길 13 13,생활/편의,편의점,37.4721920521857,126.89486564336
종로,서울특별시 종로구 종로 252-3 252,의료,한의원,37.5707272958279,127.005908856018
진주마트,서울특별시 강동구 구천면로 636 636 고덕롯데캐슬베네루체아파트,생활/편의,슈퍼마켓,37.5501817909731,127.168378731098
신당중앙정형외과의원,서울특별시 중구 퇴계로 429 429,의료,외과 의원,37.565968588808,127.019423279375
솜씨수선,서울특별시 중랑구 신내로 51 51 성원아파트,생활/편의,세탁소,37.6059813117275,127.094722186028
세븐일레븐서울대,서울특별시 관악구 남부순환로 1830 1830,생활/편의,편의점,37.4807801250978,126.953170280592
헤만,서울특별시 강남구 남부순환로361길 9 9 천성빌딩,운동 시설,요가/필라테스 학원,37.4856310187215,127.037063676168
중앙명품세탁,서울특별시 동작구 상도로47길 51 51 호,생활/편의,세탁소,37.5014576339164,126.951653248538
신촌숲탑크리닝,서울특별시 마포구 광성로 17 17 신촌숲아이파크,생활/편의,세탁소,37.5503202780302,126.935518241073
케이지엠,서울특별시 용산구 한강대로21길 29-28 29,운동 시설,테니스장,37.5266988263455,126.962916014969
안심모바일픽미픽미,서울특별시 구로구 구로동로 76 76,생활/편의,반찬/식료품 소매업,37.4855367444617,126.885959819932
열린의료재단영등포열린의원,서울특별시 영등포구 경인로 841 841 일부,의료,내과/소아과 의원,37.5165309998691,126.906047055197
권피부과의원,서울특별시 구로구 구로중앙로 68 68 신안타워,의료,피부/비뇨기과 의원,37.495936939915,126.888658009806
아이스크림스토리,서울특별시 동대문구 답십리로56길 103 103,생활/편의,슈퍼마켓,37.5682621250637,127.058735712622
워시테리아신월동점,서울특별시 양천구 월정로50길 18-1 18,생활/편의,세탁소,37.5416680790071,126.832126972302
365웰정형외과의원,서울특별시 송파구 오금로 239 239,의료,외과 의원,37.5066141121744,127.120270089493
이레,서울특별시 강동구 고덕로 353 353 고덕그라시움아파트,생활/편의,반찬/식료품 소매업,37.5571339275071,127.164512443603
씨유마천,서울특별시 송파구 마천로57길 16 16 마천동금호타운,생활/편의,편의점,37.4946734186426,127.153429052265
소비조합,서울특별시 종로구 종로 1 1 소비조합교보생명빌딩,생활/편의,슈퍼마켓,37.5709596388997,126.977926618852
이화운동연구소,서울특별시 영등포구 의사당대로1길 11 11 메종리브르오피스텔,운동 시설,테니스장,37.5192137485832,126.928588224899
번영슈퍼,서울특별시 용산구 우사단로4길 3 3,생활/편의,슈퍼마켓,37.5315159554979,126.996854786144
씨유역삼신웅점,서울특별시 강남구 테헤란로 216 216,생활/편의,편의점,37.5014426848751,127.040147587164
플랜바디PT,서울특별시 광진구 능동로 300 300,운동 시설,헬스장,37.5564559606201,127.07944876217
이마트24제기약령시,서울특별시 동대문구 고산자로 505-1 505,생활/편의,편의점,37.5849118776471,127.038335597323
줌바피트니스스튜디오,서울특별시 강남구 도곡로 449 449,운동 시설,헬스장,37.4988305891622,127.059552063118
에이블필라테스,서울특별시 송파구 위례성대로 38 38 해태그린피아빌라트,운동 시설,요가/필라테스 학원,37.5157902710232,127.116337157006
세븐일레븐성동원룸점,서울특별시 성동구 사근동2길 2 2,생활/편의,편의점,37.5611053000973,127.044842674183
태권박사&스포츠짐,서울특별시 동작구 상도로34길 36-10 36 대흥빌딩,운동 시설,태권도/무술학원,37.5036800922663,126.944753010714
지에스25인사동마루,서울특별시 종로구 인사동길 35-4 35 인사동마루,생활/편의,편의점,37.5735555981018,126.984865058934
백영호텔식크리닝,서울특별시 성동구 금호로 105 105 래미안하이리버,생활/편의,세탁소,37.5523715869204,127.024557609406
씨유도원,서울특별시 용산구 새창로12길 4 4,생활/편의,편의점,37.539401270146,126.957931164786
형제사,서울특별시 중랑구 겸재로9길 7 7,생활/편의,세탁소,37.5866941841702,127.078201496679
그린크린,서울특별시 강북구 삼양로 130-3 130,생활/편의,세탁소,37.6156307497626,127.022415046373
브릭샤요가,서울특별시 강동구 천호대로 1092 1092 에스케이허브진,운동 시설,요가/필라테스 학원,37.5351805008718,127.132784270998
이마트24성수이로점,서울특별시 성동구 연무장18길 12 12,생활/편의,편의점,37.5397170342071,127.061643887736
지에스25서초LG점,서울특별시 서초구 양재대로11길 19 19 LG전자서초R,생활/편의,편의점,37.4612234443293,127.034451908308
백양사,서울특별시 은평구 통일로89길 17 17,생활/편의,세탁소,37.6245511620877,126.917952720255
정의원,서울특별시 성북구 동소문로 43 43,의료,기타 의원,37.5906299604197,127.01014510441
노원사회적경제협의회,서울특별시 노원구 동일로 1379 1379 다모아빌딩,생활/편의,슈퍼마켓,37.6518007445907,127.060897854671
워시테리아,서울특별시 양천구 중앙로36길 8 8,생활/편의,세탁소,37.5193352978287,126.854800754306
푸르지오명품세탁,서울특별시 강남구 논현로85길 52 52 역삼푸르지오시티,생활/편의,세탁소,37.49819203582,127.033812981047
씨유화곡,서울특별시 강서구 강서로17길 89 89 오화주택,생활/편의,편의점,37.5323006735075,126.840791732846
대성수퍼,서울특별시 강남구 밤고개로36길 6 6,생활/편의,슈퍼마켓,37.4632250362199,127.107314662548
명문헬스클럽,서울특별시 동작구 상도로 399 399 삼호아파트,운동 시설,헬스장,37.4933330075393,126.958070097059
메이퓨어의원,서울특별시 양천구 목동동로 293 293 현대41타워,의료,피부/비뇨기과 의원,37.5281800233273,126.875769610806
퍼스트삼성안과,서울특별시 서초구 서초대로78길 22 22 홍우제2빌딩,의료,안과 의원,37.4958059957179,127.027547090847
GS25,서울특별시 구로구 도림로 41-1 41,생활/편의,편의점,37.4879360949189,126.88876034276
워시하우스미아,서울특별시 강북구 오현로6길 41 41,생활/편의,세탁소,37.6145832392115,127.03256308937
씨유보문아남점,서울특별시 성북구 보문사길 112 112 아남아파트,생활/편의,편의점,37.5809344006682,127.017593133423
크라프트피티스튜디오,서울특별시 용산구 신흥로20길 17 17,운동 시설,테니스장,37.5463905087615,126.984621601519
희망사,서울특별시 성동구 왕십리로21라길 2 2,생활/편의,세탁소,37.5600825321417,127.031294371767
씨유송파,서울특별시 송파구 양재대로 1218 1218 올림픽선수기자촌2단지,생활/편의,편의점,37.5166863008505,127.137717230895
씨유중화,서울특별시 중랑구 동일로126길 43 43,생활/편의,편의점,37.5988545863457,127.082585249427
세계로커머스,서울특별시 서대문구 통일로 464 464,생활/편의,슈퍼마켓,37.5899590139484,126.943217366286
더케이내과의원,서울특별시 구로구 가마산로 232 232 스페스큐브,의료,내과/소아과 의원,37.4937907527032,126.886772756541
바른자세Pt짐,서울특별시 서초구 신반포로23길 41 41 신반포한신아파트,운동 시설,헬스장,37.5116578106304,127.004467734719
캠브리지크린세탁소,서울특별시 송파구 양재대로71길 36 36,생활/편의,세탁소,37.511566619756,127.123196196408
버블맨24신촌역점,서울특별시 서대문구 연세로2마길 12 12,생활/편의,세탁소,37.5577119639496,126.942291160421
에스앤에프시축구클럽,서울특별시 관악구 신림로29길 8 8 신림현대아파트,운동 시설,요가/필라테스 학원,37.475571479031,126.932812723799
목동제일치과의원,서울특별시 양천구 신목로 86 86,의료,치과의원,37.5223224592217,126.874772526835
