상호명,주소,카테고리_대,카테고리_소,위도,경도
런드리업수유역푸르지오시티점셀프빨래방,서울특별시 강북구 도봉로 290 290 수유역푸르지오시티,생활/편의,셀프 빨래방,37.6342268449513,127.023825460905
요가의미,서울특별시 중랑구 상봉로28길 21 21 YM,운동 시설,요가/필라테스 학원,37.595980727648,127.094211275257
허슬짐,서울특별시 구로구 공원로 83 83,운동 시설,헬스장,37.5036394887863,126.887549550243
떳다아이스크림할인점,서울특별시 강동구 구천면로 373 373,생활/편의,슈퍼마켓,37.550732245349,127.14014502188
행편만,서울특별시 송파구 문정로 7 7,생활/편의,편의점,37.4863109287153,127.123674828816
이마트24SMART이마트본사점,서울특별시 중구 세종대로7길 37 37 일부,생활/편의,편의점,37.5607502112098,126.97248560692
담꾹신성,서울특별시 광진구 용마산로 58 58,생활/편의,반찬/식료품 소매업,37.5588105035444,127.088007550201
썬아이스크림,서울특별시 양천구 남부순환로62길 6 6,생활/편의,슈퍼마켓,37.5305841088067,126.830952579055
세븐일레븐망원,서울특별시 마포구 망원로1길 28 28,생활/편의,편의점,37.5576475042504,126.899793375112
세븐일레븐독산역롯데,서울특별시 금천구 벚꽃로 100 100 독산역롯데캐슬,생활/편의,편의점,37.4640974640825,126.890988558473
서울효창의원,서울특별시 용산구 백범로 259 259,의료,내과/소아과 의원,37.5407799601405,126.95838299489
마켓모아모아,서울특별시 도봉구 도봉로180길 50 50 유원도봉,생활/편의,슈퍼마켓,37.682232431762,127.04891729782
세븐일레븐아모레퍼시픽점,서울특별시 용산구 한강대로 100 100 아모레퍼시픽,생활/편의,편의점,37.5287908181047,126.968673452479
7층스넥,서울특별시 노원구 섬밭로 258 258 건영옴니백화점,생활/편의,슈퍼마켓,37.6391127483789,127.064920981566
지에스25창동래미안점,서울특별시 도봉구 노해로66길 59 59 삼성래미안아파트,생활/편의,편의점,37.6487253263218,127.048022789421
쎌프빨래방,서울특별시 강북구 한천로148길 12-13 12 칸타빌수유팰리스,생활/편의,셀프 빨래방,37.6423264142556,127.025199038282
발리너스,서울특별시 용산구 서빙고로 17 17 센트럴파크,운동 시설,요가/필라테스 학원,37.5269071476161,126.966570018037
워시팡팡무인셀프빨래방,서울특별시 강동구 명일로13길 16 16,생활/편의,셀프 빨래방,37.5339602171729,127.143835963163
아이언어발달의원,서울특별시 서대문구 수색로 40 40,의료,이비인후과 의원,37.5700026042135,126.914345065185
프렌즈스크린서울,서울특별시 성동구 마장로35나길 37 37,운동 시설,골프 연습장,37.5676111115944,127.043182655261
금강슈퍼,서울특별시 영등포구 대림로7가길 2 2,생활/편의,슈퍼마켓,37.489607305677,126.903988919314
필라테스에이,서울특별시 종로구 종로 19 19 르메이에르종로타운,운동 시설,요가/필라테스 학원,37.5708518751644,126.979918911908
씨유전농,서울특별시 동대문구 전농로 192 192 전농동삼성아파트,생활/편의,편의점,37.5828057634386,127.055452587704
짐구공외대점,서울특별시 동대문구 휘경로 13 13 더305빌딩,운동 시설,헬스장,37.5960111860849,127.06174691436
세븐도봉도당점,서울특별시 도봉구 도당로13길 38 38,생활/편의,편의점,37.6662811047988,127.034773151347
난곡365한의원,서울특별시 관악구 난곡로 264 264,의료,한의원,37.4775336998055,126.915671718175
지에스25문정파트너스점,서울특별시 송파구 법원로 90 90,생활/편의,편의점,37.4833760514064,127.121352168955
삼성숨소리이비인후과의원,서울특별시 강서구 화곡로68길 3 3,의료,이비인후과 의원,37.5595828561691,126.854734006208
얼음꽃아이스크림성산점,서울특별시 마포구 월드컵북로 233 233 성산시영,생활/편의,슈퍼마켓,37.5696695652247,126.903116518696
씨유신림제이점,서울특별시 관악구 신림로11길 48 48,생활/편의,편의점,37.4683215106516,126.938629564672
달보드레,서울특별시 송파구 삼전로10길 35 35 제이와이타운,생활/편의,슈퍼마켓,37.504998534858,127.093463482878
런드리24충정로역리시온점,서울특별시 서대문구 서소문로 27 27 충정리시온,생활/편의,세탁소,37.5602796721186,126.964868721312
점핑날다,서울특별시 강동구 양재대로 1599 1599,운동 시설,헬스장,37.5483948356122,127.14333183106
다른치과,서울특별시 강남구 강남대로 652 652 SINSASQUARE,의료,치과의원,37.5196032064383,127.01908320898
세탁을위한사람들,서울특별시 강서구 화곡로 398 398 홈플러스강서점앤본사사옥,생활/편의,세탁소,37.5584657208132,126.854815399471
뉴욕퍼스트치과,서울특별시 도봉구 도봉로149길 6 6,의료,치과의원,37.6662064738484,127.042559664781
더바른필라테스평생교육원,서울특별시 서초구 동산로 13 13 정선빌딩,운동 시설,요가/필라테스 학원,37.4696548119619,127.041023627107
서울본재활의학과의원,서울특별시 강동구 고덕로 353 353 고덕그라시움아파트,의료,외과 의원,37.5571339275071,127.164512443603
끌로에필라테스,서울특별시 강동구 고덕로 109 109,운동 시설,요가/필라테스 학원,37.5549339842272,127.137515970834
지혜한의원,서울특별시 양천구 신목로 97 97 정산빌딩,의료,한의원,37.5234219074982,126.874985626507
세븐일레븐화곡하늘점,서울특별시 강서구 까치산로18라길 6 6,생활/편의,편의점,37.5469470507418,126.851657934842
지에스25당산뷰티풀,서울특별시 영등포구 당산로 246 246 뷰티플타워,생활/편의,편의점,37.5352337448922,126.903500513204
은필라테스,서울특별시 강남구 강남대로160길 24 24 소망프라자,운동 시설,요가/필라테스 학원,37.5196119321213,127.020768687455
리드유필라테스,서울특별시 강남구 개포로 512 512 개포종합상가,운동 시설,요가/필라테스 학원,37.4893379467695,127.068827862966
씨유망원센터,서울특별시 마포구 월드컵로15길 67 67,생활/편의,편의점,37.5540679964908,126.907720154332
티씨에이치,서울특별시 은평구 백련산로 36 36 백련산힐스테이트3차,생활/편의,슈퍼마켓,37.5884259227822,126.924615950408
연세에이스내과의원,서울특별시 서초구 서초중앙로 39 39,의료,내과/소아과 의원,37.4852843936706,127.015716373589
올쿡24방이,서울특별시 송파구 오금로11길 45 45 사보이시티잠실,생활/편의,슈퍼마켓,37.5160914454396,127.112367328735
서울강냉이,서울특별시 강북구 도봉로 229 229 일부,생활/편의,슈퍼마켓,37.6290459776337,127.024786728298
크린토피아가락쌍용,서울특별시 송파구 동남로 193 193 가락쌍용1차,생활/편의,세탁소,37.4946933584168,127.129229645841
한국위너복싱,서울특별시 관악구 남부순환로 1713-7 1713 동해빌딩,운동 시설,태권도/무술학원,37.4833875392994,126.940878535038
씨유성신리더스점,서울특별시 성북구 동소문로 89 89 보미리즌빌,생활/편의,편의점,37.5926566167075,127.015455851583
본라인한의원,서울특별시 구로구 디지털로26길 111 111 제이앤케이디지털타워,의료,한의원,37.482582606818,126.897044514504
죠스아이스크림할인점광운대,서울특별시 노원구 석계로13길 35 35 세양청마루,생활/편의,슈퍼마켓,37.6207167350287,127.060940454325
달콤마켓,서울특별시 노원구 중계로14길 34 34,생활/편의,슈퍼마켓,37.6498685812624,127.082415073391
클라이어,서울특별시 용산구 청파로47길 90 90 숙명크로스캠퍼스,생활/편의,반찬/식료품 소매업,37.5452511876968,126.965418933091
샤인봄의원,서울특별시 송파구 올림픽로 293-19 293 현대타워아파트,의료,피부/비뇨기과 의원,37.5151543647263,127.102502519565
카카오VX,서울특별시 동대문구 한천로 126 126,운동 시설,골프 연습장,37.5722405116468,127.066311833132
씨유미아마인점,서울특별시 강북구 인수봉로 57 57,생활/편의,편의점,37.6250025178034,127.012222774782
씨유강서,서울특별시 강서구 초록마을로 129 129,생활/편의,편의점,37.537178103049,126.849980103998
제이무브,서울특별시 강북구 오패산로77길 16 16 유경와이케이라이마,운동 시설,요가/필라테스 학원,37.6370105021293,127.025673090078
지에스25신사,서울특별시 은평구 은평터널로 192 192,생활/편의,편의점,37.5954696163914,126.908914624938
예닮필라테스,서울특별시 동작구 등용로 73-2 73 좌층상가,운동 시설,요가/필라테스 학원,37.5078451665122,126.932127820807
하이엔드짐,서울특별시 도봉구 도봉로180나길 56 56,운동 시설,헬스장,37.6837903765021,127.050686862649
월드크리닝힐스에비뉴청량리역점,서울특별시 동대문구 왕산로 239 239 힐스테이트청량리역,생활/편의,세탁소,37.5830612321818,127.04818436547
스폴리오,서울특별시 강남구 선릉로93길 8 8 선릉점,운동 시설,요가/필라테스 학원,37.5055574699857,127.047704736649
이마트24옥수하이츠점,서울특별시 성동구 한림말길 48 48 옥수하이츠아파트,생활/편의,편의점,37.5410024233888,127.016191982711
서울스쿼시,서울특별시 종로구 종로3길 38 38 진학회관,운동 시설,스쿼시/라켓볼장,37.5720771565659,126.979499748415
유비스포츠,서울특별시 송파구 위례성대로 18 18,운동 시설,요가/필라테스 학원,37.5164499683247,127.114324745123
핏트너,서울특별시 영등포구 당산로36길 15 15 티빌,운동 시설,헬스장,37.527887148904,126.899380672139
플라이짐,서울특별시 노원구 노원로 257 257 인정빌딩,운동 시설,요가/필라테스 학원,37.6402614331855,127.072762470662
콤마짐방학역점,서울특별시 도봉구 도봉로 684 684,운동 시설,헬스장,37.6653501657189,127.043590569935
수담의원,서울특별시 영등포구 여의대방로69길 19 19,의료,기타 의원,37.5206023860499,126.930419456602
이지핏체형분석운동센터,서울특별시 서대문구 통일로 107-13 107 JS빌딩,운동 시설,요가/필라테스 학원,37.5644429715224,126.967288967283
디앤와이베스트,서울특별시 용산구 서빙고로 17 17 센트럴파크,운동 시설,골프 연습장,37.5269071476161,126.966570018037
서일마트,서울특별시 중랑구 용마산로94길 17 17,생활/편의,슈퍼마켓,37.5891121746294,127.09789372837
세븐청계크리스탈점,서울특별시 중구 청계천로 106 106 일부,생활/편의,편의점,37.5676275334239,126.989292057199
세븐일레븐남구로도림로점,서울특별시 구로구 도림로 18 18 에덴빌딩,생활/편의,편의점,37.4860428254342,126.887542009968
튼튼업한의원,서울특별시 성북구 돌곶이로 191 191 우측,의료,한의원,37.6172358151775,127.048172430095
주아킹길음뉴타운점,서울특별시 성북구 길음로13길 22 22 길음뉴타운두산위브7단지,생활/편의,편의점,37.6093694295439,127.019287328818
강서풋볼아카데미,서울특별시 강서구 강서로68길 12 12 인방빌딩,운동 시설,요가/필라테스 학원,37.5662242509882,126.841545845715
씨유양재주암점,서울특별시 서초구 매헌로 27 27,생활/편의,편의점,37.4634578073466,127.03495028553
이엠세탁소,서울특별시 서대문구 가재울로 43 43 현대아파트,생활/편의,세탁소,37.5748909363541,126.921448599023
씨유신당마루점,서울특별시 중구 퇴계로76길 31 31,생활/편의,편의점,37.5637977822093,127.015393294575
고덕스포짐,서울특별시 강동구 동남로73길 26 26 명일진로,운동 시설,헬스장,37.5532367573807,127.154782582078
아이스크림&과자,서울특별시 중랑구 용마산로118길 139 139,생활/편의,슈퍼마켓,37.6010681290853,127.10842960918
아이스크림스토리,서울특별시 용산구 새창로 131-7 131,생활/편의,슈퍼마켓,37.5359607793101,126.961847876391
센터인필라테스건대,서울특별시 광진구 아차산로 226 226 성용빌딩,운동 시설,요가/필라테스 학원,37.5404341077437,127.068410886592
새로나마트,서울특별시 노원구 동일로234길 13 13 지,생활/편의,슈퍼마켓,37.673462494496,127.056551488065
라이크핏,서울특별시 광진구 능동로4길 17 17,운동 시설,헬스장,37.5333790489835,127.06880043178
지에스25망우용마점,서울특별시 중랑구 용마공원로 38 38 용마공판장,생활/편의,편의점,37.5923794963076,127.101770447236
목동공감한의원,서울특별시 양천구 오목로 312 312 제일빌딩,의료,한의원,37.5246891311204,126.872008276943
아이엠퍼스트복싱짐,서울특별시 강서구 강서로54길 94 94,운동 시설,태권도/무술학원,37.5585597703347,126.84379168324
포유어어썸라이프,서울특별시 강동구 동남로81길 50 50,운동 시설,요가/필라테스 학원,37.5598598643182,127.154185110261
마리발레필라테스,서울특별시 중구 다산로 104 104 현대빌딩,운동 시설,요가/필라테스 학원,37.5531846265452,127.009868418514
씨유금천,서울특별시 금천구 시흥대로2길 8 8,생활/편의,편의점,37.4346364807286,126.903855796846
시우한의원,서울특별시 강서구 화곡로21길 87 87 해온빌딩,의료,한의원,37.5446917428749,126.835910951032
이마트24번동승리점,서울특별시 강북구 덕릉로 117 117 이손빌딩,생활/편의,편의점,37.635136208645,127.026771398052
파라에스트라하계주짓수mma,서울특별시 노원구 한글비석로1길 51 51,운동 시설,태권도/무술학원,37.6400285666524,127.070473552915
런드리24송파푸르지오시티점,서울특별시 송파구 새말로 62 62 송파푸르지오시티,생활/편의,세탁소,37.4809974862529,127.121257873464
코리아세븐중앙대,서울특별시 동작구 흑석로 13 13,생활/편의,편의점,37.5050438605614,126.952205112386
피지컬프로짐,서울특별시 영등포구 선유로 246 246 코틴빌딩,운동 시설,헬스장,37.5345615693204,126.897063614015
워시팡팡,서울특별시 강동구 천중로42길 45 45 코너상가,생활/편의,셀프 빨래방,37.5389755107566,127.139048105562
동원활어&초밥,서울특별시 양천구 곰달래로13길 37 37,생활/편의,반찬/식료품 소매업,37.5329783008376,126.835585885508
에이치투짐사당,서울특별시 동작구 남부순환로269길 16 16,운동 시설,요가/필라테스 학원,37.4774807094912,126.978304615516
대원마트,서울특별시 광진구 용마산로31길 16 16,생활/편의,슈퍼마켓,37.5693001643356,127.085190033848
씨유수색역점,서울특별시 은평구 수색로 266 266,생활/편의,편의점,37.582699973729,126.89495950859
듀오핏,서울특별시 서초구 사평대로2길 22 22,운동 시설,헬스장,37.4977094611254,126.985660674047
크로스핏에이블거여,서울특별시 송파구 오금로 525 525 씨에스하우스,운동 시설,헬스장,37.4930866536795,127.147127300735
빙그레아이스크림24,서울특별시 강서구 곰달래로 197 197,생활/편의,슈퍼마켓,37.5314899179691,126.854890332112
이안과의원,서울특별시 구로구 구로중앙로 217 217,의료,외과 의원,37.5049800652077,126.876599743148
씨유연희로점,서울특별시 서대문구 연희로 102 102 아농스오피스텔,생활/편의,편의점,37.5669863723387,126.931349775359
수목,서울특별시 송파구 오금로46길 8 8,운동 시설,요가/필라테스 학원,37.4966319108833,127.136018054011
장안뉴욕치과의원,서울특별시 동대문구 장한로 29 29 상영빌딩,의료,치과의원,37.5641767388588,127.066066993151
신통가정의학과의원,서울특별시 동작구 동작대로 25-1 25,의료,기타 의원,37.4787245659147,126.980995025611
운동화빨래방,서울특별시 금천구 시흥대로94길 24 24,생활/편의,셀프 빨래방,37.4623207874217,126.899242532189
라비앙바디,서울특별시 강서구 공항대로 206 206 나인스퀘어,운동 시설,헬스장,37.5588925057434,126.830277481614
슈퍼키친당산삼성타운점,서울특별시 영등포구 당산로44길 3 3,생활/편의,반찬/식료품 소매업,37.5319070528786,126.901083651871
이준호정신건강의학과의원,서울특별시 강남구 헌릉로 569 569 강남리더스프라자,의료,신경/정신과 의원,37.4657622407117,127.10123684565
바디홀릭필라테스,서울특별시 영등포구 여의대방로 95 95,운동 시설,요가/필라테스 학원,37.497645233454,126.91714184386
씨유사당,서울특별시 동작구 사당로2사길 37 37 예성휴캐슬,생활/편의,편의점,37.4901274689266,126.964302306494
24시무인마트,서울특별시 마포구 도화4길 72 72 지우빌,생활/편의,슈퍼마켓,37.5391103318617,126.951131094179
강동이엠365의원,서울특별시 강동구 아리수로93나길 76 76 에스비타운,의료,내과/소아과 의원,37.5724794275994,127.17593401211
오늘은달콤녹번점,서울특별시 은평구 진흥로12길 28 28 일부,생활/편의,슈퍼마켓,37.6064197820707,126.926307877686
스카이아이스,서울특별시 양천구 목동남로4길 41 41,생활/편의,슈퍼마켓,37.509176829092,126.866549253742
하우스틸츠,서울특별시 성동구 상원4길 6 6,운동 시설,요가/필라테스 학원,37.5472553129785,127.048998699622
바디스토리짐,서울특별시 도봉구 도봉로145길 51 51,운동 시설,헬스장,37.6645226399177,127.039691232922
지에스25씨티,서울특별시 중구 서소문로 124 124,생활/편의,편의점,37.5631024187827,126.975223817302
스포츠더하기,서울특별시 송파구 법원로9길 26 26 이치비지니스파크,운동 시설,요가/필라테스 학원,37.4840565660861,127.116627130788
연세인스타일치과의원,서울특별시 은평구 진관2로 29-21 29 드림스퀘어,의료,치과의원,37.6357423603261,126.919333944926
지에스25증산,서울특별시 은평구 수색로 200 200 DMC센트럴자이,생활/편의,편의점,37.5794973233212,126.900601851268
온탑필라테스,서울특별시 강남구 압구정로 144 144 선덕빌딩,운동 시설,요가/필라테스 학원,37.5249721659513,127.024582563462
씨유영등포문래S,서울특별시 영등포구 문래로28길 25 25 S타워,생활/편의,편의점,37.516390861659,126.899972992499
세탁앤빨래방,서울특별시 관악구 봉천로45길 12 12,생활/편의,셀프 빨래방,37.4832023197099,126.949482873076
간식창고신풍역점,서울특별시 영등포구 신풍로 77 77 래미안에스티움,생활/편의,슈퍼마켓,37.5003351378628,126.911484366933
더핏하이브,서울특별시 광진구 아차산로 473 473,운동 시설,헬스장,37.540524409962,127.094277235004
빙구문구,서울특별시 노원구 동일로214길 21 21 상계주공4단지,생활/편의,슈퍼마켓,37.6504302712212,127.06276647141
가오리주짓수,서울특별시 강북구 삼각산로 84 84,운동 시설,태권도/무술학원,37.6401479511396,127.013494234898
크린토피아도봉선덕고,서울특별시 도봉구 해등로 255 255 신원에벤에셀,생활/편의,세탁소,37.6574802836571,127.028150688305
비티성형외과,서울특별시 서초구 서초대로77길 17 17 BLOC,의료,피부/비뇨기과 의원,37.4995545878751,127.02575035361
세븐일레븐구로골든,서울특별시 구로구 경인로 397 397 골든타워빌딩,생활/편의,편의점,37.4976949783901,126.863878240404
광지의원;한의원,서울특별시 강남구 학동로97길 15 15,의료,한의원,37.5207270690299,127.055293492132
도시곳간,서울특별시 성동구 상원길 50 50 동서울약국,생활/편의,반찬/식료품 소매업,37.5484178251702,127.048456279522
라온태권도장,서울특별시 서초구 청계산로7길 43 43 서초포레스타5단지,운동 시설,태권도/무술학원,37.451141066082,127.057683376273
마이서킷,서울특별시 금천구 서부샛길 528 528 가산미소지움,운동 시설,헬스장,37.4763214666715,126.878953178883
업소명없음,서울특별시 서초구 반포대로 291 291 래미안원베일리,생활/편의,슈퍼마켓,37.5067473869069,126.997229054922
코리아세븐명동,서울특별시 중구 명동9길 35 35,생활/편의,편의점,37.5653023783865,126.984097048638
엘온필라테스,서울특별시 서초구 효령로 391 391 서초그랑자이,운동 시설,요가/필라테스 학원,37.4892022147078,127.024830905515
밝은봄정신건강의학과,서울특별시 동대문구 휘경로 13 13,의료,신경/정신과 의원,37.5960111860849,127.06174691436
세븐일레븐구의그랜드점,서울특별시 광진구 구의로 25 25,생활/편의,편의점,37.540266861617,127.089468019898
히트앤핏교대,서울특별시 서초구 서초대로 278 278 금화빌딩,운동 시설,태권도/무술학원,37.4928803023022,127.012223827528
행복한백호태권도,서울특별시 구로구 고척로21나길 42 42,운동 시설,태권도/무술학원,37.5024358647381,126.843354527765
서울클리어치과교정과치과의원,서울특별시 강남구 논현로 837 837,의료,치과의원,37.5233315919243,127.027953144985
씨유보라매타운점,서울특별시 동작구 보라매로5가길 24 24 보라매나산스위트,생활/편의,편의점,37.490694044132,126.923956671617
지파트너스그룹,서울특별시 송파구 송파대로 201 201 송파테라타워2,운동 시설,골프 연습장,37.4878007103813,127.120658284786
답십리마디튼튼의원,서울특별시 동대문구 고미술로 81 81,의료,외과 의원,37.5656056480349,127.055722807117
에스에스골프앤휘트니스,서울특별시 강동구 진황도로 99 99 강동한신휴플러스아파트,운동 시설,골프 연습장,37.5360310893938,127.137469937787
경희홍제한의원,서울특별시 동대문구 휘경로 39 39 계립빌딩,의료,한의원,37.5948926092602,127.06427108716
백앤허치과의원,서울특별시 중구 퇴계로 235 235 남산센트럴자이,의료,치과의원,37.5624112265263,126.997589183096
귤나무한의원,서울특별시 강서구 수명로 72 72 발산신성프라자,의료,한의원,37.5524083022553,126.826127581288
세븐성수예광점,서울특별시 성동구 광나루로 238 238,생활/편의,편의점,37.5492253204115,127.056140633685
임용지탁구클럽,서울특별시 광진구 군자로 100 100,운동 시설,탁구장,37.5519380542715,127.071465620226
호림유통,서울특별시 중구 다산로31길 43 43,생활/편의,편의점,37.5623745843245,127.012167262429
버블크린셀프빨래방,서울특별시 강동구 진황도로 85 85 강동큐브2차,생활/편의,셀프 빨래방,37.5366632954804,127.136169932195
세븐논현힐탑점,서울특별시 강남구 논현로 639 639,생활/편의,편의점,37.5105723436791,127.032042807594
연세로의료의원,서울특별시 종로구 삼봉로 57 57 호수빌딩,의료,이비인후과 의원,37.5725638589083,126.980473128586
모핏,서울특별시 송파구 백제고분로7길 54 54,운동 시설,요가/필라테스 학원,37.5106723620244,127.084840593296
조은한의원,서울특별시 구로구 남부순환로97길 12 12 진영빌딩,의료,한의원,37.4941929743749,126.858682880708
세븐마곡열린점,서울특별시 강서구 공항대로 242 242 타워2제,생활/편의,편의점,37.5584838036659,126.834330174788
아이스크림할인점우림,서울특별시 관악구 난곡로26길 16 16,생활/편의,슈퍼마켓,37.4703561396082,126.920710280758
정현마트,서울특별시 영등포구 신길로 215 215 진우빌딩,생활/편의,슈퍼마켓,37.5113531176345,126.909752135251
레벨업핏,서울특별시 강남구 봉은사로30길 70 70 석교빌딩,운동 시설,헬스장,37.5029665062516,127.036699033378
소소필라테스,서울특별시 동대문구 황물로3길 6-9 6,운동 시설,요가/필라테스 학원,37.5692022888051,127.052069315222
무영권투,서울특별시 성북구 화랑로40길 55 55 동성빌딩,운동 시설,태권도/무술학원,37.6136870357589,127.064683674428
서대문연세이비인후과,서울특별시 서대문구 통일로 131 131 공화당빌딩,의료,이비인후과 의원,37.5661454501707,126.965862034681
안스어린이스포츠클럽,서울특별시 서초구 사평대로26길 8 8 포레933빌딩,운동 시설,요가/필라테스 학원,37.4997556085696,126.998699473593
우아한번지앤필라테스강동,서울특별시 강동구 성내로 11 11,운동 시설,요가/필라테스 학원,37.5305067618549,127.122163866682
강남포도여성의원,서울특별시 강남구 강남대로 428 428 만이빌딩,의료,산부인과 의원,37.5008247672642,127.02682515299
하이골프,서울특별시 노원구 동일로 1021 1021 하이서울빌딩,운동 시설,골프 연습장,37.6212768323588,127.074091913189
셀프빨래방,서울특별시 은평구 통일로 833-6 833 대덕타워,생활/편의,셀프 빨래방,37.6176790603501,126.921528201243
지에스25쌍문,서울특별시 도봉구 해등로 229 229 한양2차,생활/편의,편의점,37.6576236528585,127.03127860263
어웨이크필라테스평생교육원,서울특별시 동작구 양녕로 282-1 282 구암빌딩,운동 시설,요가/필라테스 학원,37.5044034246821,126.950452528745
참좋은플란트치과의원,서울특별시 송파구 중대로 134 134 부광아트빌딩,의료,치과의원,37.4944027959255,127.122885294944
본앤머슬,서울특별시 송파구 올림픽로 435 435 파크리오,운동 시설,헬스장,37.5213601116758,127.104965751666
올쿡24,서울특별시 동대문구 장한로17길 37 37,생활/편의,반찬/식료품 소매업,37.5675371465854,127.066613280819
아라호점,서울특별시 영등포구 여의동로 338 338 한강아파트,생활/편의,슈퍼마켓,37.5284527715613,126.935084539254
세븐은평신성점,서울특별시 은평구 증산로15길 69 69,생활/편의,편의점,37.5905296619531,126.905705015175
올쿡24봉천,서울특별시 관악구 봉천로33나길 24 24,생활/편의,반찬/식료품 소매업,37.4854788679092,126.942889492384
세븐일레븐도림에코빌점,서울특별시 영등포구 도림로113길 5 5,생활/편의,편의점,37.5085515411063,126.899282218537
천광한의원,서울특별시 동대문구 천호대로2길 7 7,의료,한의원,37.5745632038024,127.024191327362
지에스25화곡달빛점,서울특별시 강서구 곰달래로16길 29 29,생활/편의,편의점,37.5287591864847,126.840380668426
허밍필라테스,서울특별시 서초구 명달로 30 30 극동빌딩,운동 시설,요가/필라테스 학원,37.480275686258,127.005833890263
오내과의원,서울특별시 종로구 송월길 99 99 경희궁자이2단지,의료,내과/소아과 의원,37.5708565896375,126.962350787873
티에이치용인대상암유도관,서울특별시 마포구 월드컵북로 336 336,운동 시설,태권도/무술학원,37.5760594071187,126.894685825848
씨유공릉녹주점,서울특별시 노원구 동일로177길 29 29 녹주,생활/편의,편의점,37.620439739231,127.072765802611
하이짐,서울특별시 강서구 강서로 61 61 영상빌딩,운동 시설,요가/필라테스 학원,37.5330008853312,126.845643921313
서울아산플러스비뇨의학과,서울특별시 강남구 논현로86길 20 20 역삼봉강빌딩,의료,피부/비뇨기과 의원,37.4998752612954,127.039174178887
피츠필라테스,서울특별시 양천구 목동남로2길 29 29 하나빌딩,운동 시설,요가/필라테스 학원,37.5073186022766,126.864652471997
안도의원,서울특별시 중구 후암로 98 98 LG서울역빌딩,의료,신경/정신과 의원,37.5539211890996,126.97489866109
씨유중랑,서울특별시 중랑구 동일로99길 11 11,생활/편의,편의점,37.5877567131335,127.079164997257
워시엔조이금천디지털로점,서울특별시 금천구 디지털로 204 204,생활/편의,셀프 빨래방,37.4785660047146,126.889181239858
스튜디오디파인,서울특별시 송파구 가락로 155 155 영진빌딩,운동 시설,테니스장,37.5032516904669,127.112834389329
크로스핏FA,서울특별시 강북구 도봉로 403 403 태일빌딩,운동 시설,헬스장,37.6425414947811,127.030127893766
에이쓰리,서울특별시 서초구 서초대로53길 28 28 백석빌딩,운동 시설,헬스장,37.4966102304092,127.014361732676
메타본,서울특별시 성동구 성수일로3길 7 7,생활/편의,슈퍼마켓,37.5421651512672,127.047818574246
아델필라테스,서울특별시 강남구 남부순환로 2917 2917 청실종합상가,운동 시설,요가/필라테스 학원,37.4931634530126,127.059163093631
리암스,서울특별시 강남구 도산대로30길 21-10 21,생활/편의,반찬/식료품 소매업,37.518618658861,127.030722770723
디앤와이베스트,서울특별시 마포구 토정로 127 127,운동 시설,골프 연습장,37.5453045915865,126.925123341084
케키천국신월,서울특별시 양천구 월정로 225 225,생활/편의,슈퍼마켓,37.538389768336,126.833062131123
가락서울치과,서울특별시 송파구 중대로9길 35 35,의료,치과의원,37.4962995812507,127.118308501857
진이찬방,서울특별시 성동구 왕십리로 410 410 센트라스아파트,생활/편의,반찬/식료품 소매업,37.5665533791407,127.02407554667
메카볼링센터,서울특별시 은평구 통일로 842 842,운동 시설,볼링장,37.6186885188328,126.922059505188
커피앤런드리라운지24,서울특별시 구로구 고척로31길 6 6,생활/편의,세탁소,37.5027943149176,126.848770968519
더사르르(증산DMC점),서울특별시 은평구 증산로3길 3 3,생활/편의,슈퍼마켓,37.5806094884843,126.905400535811
이브폴스튜디오,서울특별시 은평구 통일로66길 10-1 10 샹그리라,운동 시설,요가/필라테스 학원,37.6105944787977,126.931479596761
투터치아카데미,서울특별시 동작구 노량진로 4 4 대방빌딩,운동 시설,태권도/무술학원,37.5124097302343,126.926242054984
정이든경희한의원,서울특별시 광진구 천호대로 576 576,의료,한의원,37.5558867252854,127.081802176912
이케이,서울특별시 종로구 평창20길 14 14 평창동구,운동 시설,요가/필라테스 학원,37.6085208056566,126.972218860954
용인대예도태권도,서울특별시 구로구 구로동로42길 56 56,운동 시설,태권도/무술학원,37.4980590611272,126.884233171622
김창윤정신건강의학과의원,서울특별시 종로구 평창7길 90 90,의료,신경/정신과 의원,37.6157122375723,126.979793589481
비오스짐,서울특별시 강남구 도산대로37길 28 28,운동 시설,헬스장,37.5228441474232,127.031538996751
더까까주까,서울특별시 동작구 남부순환로269길 22 22 우측호,생활/편의,편의점,37.4777239192891,126.977965377079
지에스25,서울특별시 서대문구 연세로 50-1 50 세브란스병원,생활/편의,편의점,37.563667316716,126.941811186674
가훤,서울특별시 금천구 독산로33길 34-11 34,생활/편의,슈퍼마켓,37.4571342246687,126.903148853319
씨엘필라테스,서울특별시 송파구 백제고분로7길 57 57 덕유빌딩,운동 시설,요가/필라테스 학원,37.5109063624116,127.085202797486
토니바디휘트니스,서울특별시 중랑구 봉우재로14길 23 23 거흥빌딩,운동 시설,헬스장,37.5895051434038,127.078408242389
레드핏휘트니스,서울특별시 영등포구 선유로49길 4 4,운동 시설,헬스장,37.5358949495775,126.896948637517
신림라움산부인과,서울특별시 관악구 신림로 350 350 태영아파트,의료,산부인과 의원,37.4855079610884,126.929977132628
